customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
2600.64,0.0,74.0,19,4,0,1,501.47
8491.47,0.0,116.0,3,97,0,3,1193.12
9778.73,99364.0,121.0,3,37,0,5,580.8
22658.54,23665.0,67.0,19,50,0,2,404.82
10004.03,0.0,94.0,7,4,0,2,807.17
4872.77,69247.0,61.0,12,64,1,3,226.52
7444.81,56047.0,92.0,26,29,0,5,82.73
5761.11,28919.0,73.0,11,76,0,5,207.83
5366.78,0.0,70.0,5,29,0,4,223.17
6259.48,0.0,83.0,8,78,0,4,254.14
7623.58,69900.0,64.0,23,68,0,2,33.97
10963.96,55687.0,276.0,33,91,0,1,1324.8
7427.85,78294.0,92.0,6,35,0,3,181.15
4951.66,46896.0,62.0,9,33,1,4,31.71
4665.13,0.0,62.0,26,62,0,3,297.6
6021.84,0.0,168.0,11,46,0,1,1476.67
3074.11,0.0,104.0,25,33,3,1,748.8
4953.09,21385.0,127.0,14,37,0,1,609.6
7780.49,87128.0,97.0,26,45,0,3,495.61
7992.78,35434.0,66.0,19,26,0,2,297.05
4170.69,29462.0,107.0,28,23,1,1,513.6
23228.24,53243.0,102.0,26,96,3,2,489.6
5445.82,21006.0,139.0,14,9,1,1,667.2
4558.5,0.0,65.0,24,93,0,9,312.0
5528.21,36088.0,72.0,16,31,0,9,345.6
10390.67,28948.0,131.0,7,57,0,3,295.83
7142.55,24417.0,185.0,22,25,0,1,888.0
5469.54,67099.0,69.0,11,24,0,6,23.0
11628.73,97830.0,96.0,3,61,0,2,298.36
10189.65,0.0,101.0,15,90,0,2,727.2
2733.43,93558.0,67.0,19,5,0,1,478.23
4014.45,37384.0,99.0,9,17,0,1,475.2
7119.53,28227.0,62.0,14,24,0,2,551.28
11772.79,51008.0,74.0,5,95,0,2,355.2
2381.79,78185.0,61.0,23,54,0,1,292.8
5208.35,0.0,74.0,35,2,0,3,532.8
5018.73,0.0,68.0,34,68,0,4,670.48
11900.54,97205.0,100.0,22,40,2,2,5.57
7399.03,0.0,101.0,28,34,0,6,337.62
5674.38,26225.0,72.0,18,25,1,7,320.78
7271.43,20545.0,70.0,23,86,0,2,336.0
3164.49,0.0,83.0,20,32,0,1,398.4
2661.03,35503.0,67.0,14,95,0,1,216.17
14140.56,58988.0,118.0,3,76,0,2,566.4
7654.23,0.0,74.0,16,89,1,2,355.2
2199.74,0.0,64.0,21,5,0,1,685.46
2004.35,0.0,66.0,16,35,4,1,316.8
13111.11,67197.0,111.0,2,9,0,2,147.95
15762.6,39032.0,198.0,31,15,0,7,950.4
13197.93,0.0,68.0,19,2,3,2,326.4
2787.54,34927.0,70.0,5,2,0,1,242.49
3436.13,30817.0,88.0,25,43,0,1,91.83
2713.37,31535.0,70.0,27,46,0,1,90.53
2867.31,23376.0,78.0,19,18,0,1,374.4
14590.25,46244.0,62.0,8,3,0,2,255.29
6652.47,34886.0,84.0,3,40,0,5,403.2
2444.62,0.0,66.0,27,51,0,1,316.8
11314.24,62935.0,141.0,29,27,0,7,232.24
10972.07,24164.0,137.0,2,40,0,5,657.6
3189.67,0.0,87.0,6,3,0,1,760.43
19357.37,0.0,68.0,20,66,1,2,326.4
7227.12,40153.0,61.0,1,99,0,2,340.07
7857.3,0.0,104.0,12,7,0,3,499.2
5181.62,97131.0,64.0,5,80,0,6,307.2
4281.06,23712.0,106.0,2,12,0,1,508.8
11513.16,0.0,64.0,26,72,0,2,307.2
5147.11,33171.0,65.0,27,17,0,3,236.64
8663.5,0.0,83.0,18,90,1,2,398.4
2535.32,0.0,68.0,24,73,0,1,326.4
21504.34,60228.0,112.0,23,28,1,2,286.1
7349.33,27072.0,93.0,24,27,0,8,565.34
8509.85,26057.0,74.0,3,63,0,2,523.89
4297.19,66331.0,107.0,0,74,0,1,513.6
2778.32,66030.0,69.0,33,19,1,1,282.15
5532.86,59768.0,71.0,6,93,1,3,340.8
17476.64,45106.0,73.0,22,21,0,2,350.4
10479.9,78435.0,130.0,11,19,0,4,553.61
2242.57,0.0,63.0,31,99,1,1,453.6
2754.46,79507.0,70.0,7,17,3,1,442.2
8041.2,44986.0,101.0,14,83,0,3,624.02
6042.91,25899.0,79.0,10,11,0,8,568.8
2827.44,13610.0,74.0,7,64,0,1,355.2
22041.86,0.0,65.0,11,15,0,2,312.0
2796.8,77362.0,70.0,14,25,0,1,386.6
4072.85,96443.0,102.0,1,17,0,1,489.6
5182.46,0.0,135.0,2,41,1,1,939.53
6131.66,90778.0,76.0,31,29,0,7,62.29
2392.13,0.0,65.0,11,62,0,1,361.18
3209.66,78494.0,79.0,6,40,0,1,122.31
2808.61,83497.0,69.0,28,15,0,1,196.52
4362.93,58842.0,110.0,6,74,0,1,528.0
6880.47,63935.0,87.0,20,63,0,6,221.62
3591.07,0.0,96.0,5,35,0,1,460.8
5201.25,0.0,69.0,1,79,0,4,331.2
5521.54,0.0,77.0,20,89,0,9,369.6
5071.65,62258.0,65.0,14,17,0,5,117.45
2921.68,0.0,80.0,10,81,0,1,739.31
15806.53,58516.0,98.0,14,75,0,2,470.4
4942.63,23285.0,65.0,30,22,0,7,118.45
4167.42,56901.0,104.0,29,82,0,1,499.2
6514.95,0.0,61.0,12,75,1,2,292.8
9189.52,99443.0,117.0,6,6,4,5,228.05
8231.22,0.0,113.0,4,70,0,4,373.07
3095.18,88246.0,77.0,3,27,1,1,428.61
74228.52,0.0,242.0,1,34,0,2,1742.4
7582.11,64801.0,64.0,23,19,0,2,268.47
16344.61,57029.0,68.0,24,97,0,2,135.79
11763.15,28045.0,99.0,7,99,0,2,475.2
4053.37,44661.0,101.0,2,1,0,1,436.84
3311.16,21246.0,83.0,19,51,0,1,398.4
3528.04,31278.0,92.0,24,95,4,1,441.6
5595.39,74454.0,71.0,25,29,0,3,340.8
5089.69,62474.0,63.0,20,63,0,5,112.12
22337.16,0.0,130.0,9,43,0,2,1376.91
4792.83,20647.0,63.0,17,10,0,7,185.06
27789.69,33806.0,89.0,32,59,0,2,395.73
7511.66,0.0,70.0,9,96,0,2,340.2
18767.55,0.0,111.0,13,55,0,2,900.15
4987.64,19589.0,127.0,26,44,0,1,1027.01
5123.2,22338.0,67.0,9,37,1,9,307.8
5989.77,66839.0,154.0,33,24,0,1,739.2
5185.8,99428.0,64.0,16,25,1,5,48.05
5828.18,31364.0,74.0,28,47,0,3,461.27
13755.54,15340.0,121.0,12,47,0,2,686.5
9767.94,36225.0,123.0,7,84,0,8,221.05
12097.91,0.0,107.0,18,79,0,2,271.01
2265.32,0.0,61.0,5,21,0,1,292.8
5719.09,77601.0,71.0,27,48,0,6,276.64
10171.48,74243.0,84.0,34,2,0,2,71.31
10517.16,46707.0,133.0,7,9,0,8,80.71
4303.47,0.0,116.0,6,63,0,1,765.57
11926.75,50234.0,101.0,12,1,0,2,484.8
16531.7,75526.0,103.0,26,68,1,2,494.4
13579.3,0.0,193.0,30,38,0,7,1610.26
5437.44,28343.0,69.0,19,88,0,8,331.2
5103.3,74948.0,64.0,23,43,0,8,216.74
4583.1,22728.0,116.0,28,81,0,1,556.8
6409.63,0.0,99.0,14,48,2,9,712.8
8991.98,17331.0,117.0,13,39,0,6,1138.26
12232.78,35133.0,102.0,2,31,0,2,692.96
5126.04,63147.0,64.0,1,91,0,4,87.57
11014.16,67575.0,91.0,27,85,0,2,401.61
3819.62,0.0,111.0,29,76,0,1,799.2
8404.4,48315.0,71.0,34,56,0,2,340.8
9035.67,34337.0,113.0,20,44,0,9,542.4
5453.71,33818.0,72.0,6,34,4,3,341.88
3766.37,22439.0,98.0,30,63,0,1,470.4
7283.93,79055.0,186.0,32,24,1,1,177.64
2745.25,45191.0,69.0,18,34,0,1,330.78
2626.28,41990.0,66.0,23,19,0,1,316.8
2456.82,50979.0,61.0,25,45,1,1,262.84
8453.68,59888.0,106.0,6,14,0,3,712.68
3508.57,20978.0,98.0,19,96,1,1,1176.28
2877.35,32807.0,73.0,10,10,0,1,350.4
7840.17,58414.0,210.0,7,24,2,1,1008.0
2771.05,50071.0,71.0,3,32,0,1,18.92
5339.49,67796.0,69.0,7,24,4,8,331.2
6837.54,90750.0,170.0,30,47,0,1,746.05
13024.13,0.0,125.0,6,61,0,2,900.0
5659.24,69387.0,71.0,16,37,0,3,71.52
5532.46,29084.0,71.0,14,59,1,3,492.09
7943.51,60214.0,100.0,8,16,1,4,291.29
9774.61,96018.0,122.0,8,60,0,3,390.88
13596.2,20128.0,70.0,28,10,2,2,336.0
23208.39,60233.0,116.0,29,63,0,2,481.27
7325.89,52920.0,93.0,18,95,0,3,1101.05
4170.34,90310.0,104.0,9,39,0,1,166.36
7840.17,58414.0,210.0,7,24,2,1,1008.0
17786.28,99790.0,64.0,24,8,0,2,178.99
19378.91,21159.0,73.0,35,14,0,2,350.4
2638.14,79699.0,65.0,24,12,0,1,348.83
9148.88,68236.0,114.0,2,75,0,6,20.73
13770.98,59207.0,116.0,23,21,0,2,556.8
10515.97,21499.0,135.0,34,28,1,3,648.0
5821.68,77563.0,143.0,35,58,0,1,546.0
3095.8,33415.0,78.0,15,44,0,1,374.4
10598.54,20179.0,133.0,29,0,1,5,638.4
7695.12,50147.0,101.0,4,37,0,3,484.8
6819.23,22492.0,85.0,34,88,0,7,61.65
8689.82,0.0,99.0,25,57,5,2,475.2
8131.78,93715.0,102.0,9,43,2,4,254.84
3815.32,23540.0,103.0,30,23,2,1,494.4
11638.9,25370.0,102.0,10,77,0,2,489.6
22800.54,68771.0,96.0,10,70,0,2,276.27
4463.0,0.0,73.0,35,52,3,5,350.4
13151.83,68562.0,108.0,29,52,0,2,228.5
14019.98,36733.0,71.0,21,28,0,2,327.08
2931.16,45768.0,73.0,33,27,0,1,191.93
4774.75,0.0,64.0,34,47,0,7,307.2
8471.42,63513.0,70.0,13,76,0,2,185.67
5431.22,58161.0,68.0,19,19,0,5,140.75
5689.64,83640.0,70.0,20,13,0,4,471.05
3686.72,0.0,96.0,2,88,0,1,28.46
3992.58,0.0,111.0,35,68,0,1,700.35
3479.14,0.0,104.0,13,29,0,1,499.2
2502.64,0.0,66.0,8,11,0,1,3.47
3265.16,25820.0,82.0,10,69,0,1,393.6
4455.84,0.0,121.0,16,64,0,1,699.62
7704.96,30366.0,101.0,25,13,2,3,484.8
2750.71,51789.0,70.0,8,34,0,1,336.0
13024.13,0.0,125.0,6,61,0,2,900.0
2538.63,18608.0,71.0,13,24,0,1,340.8
2585.96,83758.0,64.0,27,34,0,1,106.59
5096.67,22886.0,65.0,9,81,0,3,312.0
10083.49,11828.0,90.0,18,84,0,2,571.48
4943.39,44762.0,62.0,14,11,0,6,114.51
6516.21,0.0,175.0,12,60,0,1,1221.14
8838.09,82664.0,114.0,24,10,3,9,133.43
3810.24,0.0,108.0,7,57,0,1,777.6
6334.47,0.0,63.0,1,21,0,2,302.4
11665.1,84978.0,72.0,12,51,1,2,166.77
10972.07,24164.0,137.0,2,40,0,5,657.6
6006.96,0.0,80.0,5,10,0,8,488.91
2656.71,62777.0,67.0,34,32,0,1,101.29
2359.42,19864.0,63.0,22,96,0,1,352.39
12036.62,44428.0,104.0,17,61,0,2,499.2
8467.39,21139.0,113.0,15,93,0,5,656.8
9392.56,0.0,88.0,4,52,0,2,851.15
5227.23,11896.0,69.0,29,57,0,5,476.25
2693.76,0.0,73.0,35,87,1,1,350.4
2227.07,27972.0,61.0,7,38,0,1,292.8
2326.86,0.0,62.0,26,98,0,1,624.71
16794.31,38399.0,106.0,12,6,0,2,368.89
5016.83,20868.0,63.0,19,13,0,8,134.63
7757.92,49682.0,101.0,30,49,0,3,198.84
8609.16,79090.0,107.0,2,74,0,3,289.04
5275.06,81850.0,132.0,1,75,0,1,429.86
5746.33,22906.0,76.0,17,27,0,8,519.88
2705.99,0.0,83.0,15,85,1,1,398.4
6186.27,37138.0,83.0,12,1,2,9,417.28
22445.28,0.0,71.0,32,35,0,2,511.2
6277.84,21024.0,82.0,32,8,1,9,450.13
7215.82,0.0,103.0,25,80,0,9,741.6
6514.43,77135.0,84.0,3,37,3,8,98.37
34708.87,0.0,109.0,3,19,0,2,718.7
4216.2,0.0,114.0,3,70,0,1,820.8
13158.37,72845.0,108.0,13,28,0,2,463.0
2917.54,51622.0,74.0,29,32,0,1,355.2
6355.68,0.0,61.0,25,79,0,2,292.8
13269.6,15616.0,114.0,20,96,1,2,547.2
5880.26,0.0,82.0,31,25,0,8,590.4
5926.73,23091.0,96.0,28,90,5,5,460.8
4121.25,0.0,67.0,7,8,3,3,482.4
7956.15,22699.0,74.0,11,76,4,2,355.2
24127.5,14072.0,71.0,13,3,0,2,511.2
26864.2,81713.0,74.0,0,41,0,2,332.22
31934.62,56516.0,199.0,26,46,0,2,955.2
5132.68,0.0,73.0,21,31,0,3,525.6
4759.62,26747.0,61.0,11,44,0,3,404.07
2637.94,63422.0,66.0,8,68,0,1,355.92
6503.4,22081.0,84.0,1,9,0,6,451.67
12786.67,0.0,180.0,14,70,0,4,1296.0
3147.97,29698.0,83.0,17,89,2,1,215.88
5618.49,24518.0,74.0,23,62,0,3,241.66
3230.58,62873.0,81.0,0,41,0,1,207.75
7434.68,28377.0,94.0,26,99,0,3,451.2
11714.78,21102.0,100.0,0,81,0,2,480.0
2009.77,0.0,65.0,12,57,2,1,312.0
6625.47,0.0,88.0,2,43,0,3,539.28
9567.71,81410.0,119.0,8,86,0,7,221.19
18474.71,27869.0,67.0,18,59,0,2,482.4
12157.33,57449.0,103.0,6,28,0,2,494.4
2956.36,40901.0,74.0,2,36,0,1,13.63
3963.39,88701.0,99.0,7,4,0,1,171.83
10896.05,29365.0,137.0,14,78,0,7,657.6
6081.05,0.0,82.0,26,33,0,3,393.6
30141.62,0.0,103.0,9,72,0,2,1060.31
5737.23,56455.0,73.0,17,5,2,8,350.4
16979.8,35095.0,73.0,25,56,0,2,525.6
10915.36,0.0,155.0,9,62,1,8,1116.0
3808.12,94903.0,94.0,3,38,0,1,451.2
5408.91,80192.0,67.0,22,24,0,7,95.19
13419.4,0.0,122.0,15,11,0,2,827.79
3238.0,60244.0,83.0,3,72,3,1,326.28
10357.63,52735.0,65.0,21,19,0,2,123.51
11619.92,78275.0,72.0,12,36,0,2,25.34
8209.05,77282.0,102.0,8,54,0,3,489.6
3096.51,21604.0,79.0,14,28,0,1,379.2
4804.36,51962.0,125.0,8,2,4,1,788.21
4786.05,0.0,68.0,4,67,0,9,489.6
15886.03,56362.0,197.0,30,47,1,6,945.6
5285.08,85753.0,66.0,23,14,1,8,316.8
2945.37,36167.0,76.0,9,79,3,1,364.8
18089.8,68568.0,223.0,5,28,1,6,1070.4
10208.93,35482.0,129.0,21,59,0,3,619.2
20708.26,92079.0,65.0,12,68,1,2,114.8
5247.85,0.0,77.0,0,84,0,3,554.4
5179.55,0.0,165.0,29,6,2,1,1188.0
4513.44,34558.0,113.0,32,24,0,1,376.53
5297.63,14775.0,69.0,11,44,0,5,170.94
5377.01,35637.0,68.0,13,11,0,9,326.4
7661.39,66726.0,97.0,3,60,1,7,335.84
2677.28,0.0,72.0,29,86,0,1,345.6
6877.82,0.0,96.0,25,71,0,6,460.8
5714.23,79719.0,71.0,12,87,0,6,425.92
4929.55,25632.0,63.0,27,52,0,7,351.27
10484.92,61108.0,89.0,22,93,0,2,49.45
9490.41,0.0,137.0,34,77,0,4,657.6
7805.31,21073.0,106.0,25,54,1,3,508.8
21274.34,17932.0,79.0,8,38,0,2,379.2
5838.9,81082.0,73.0,5,85,0,4,281.3
2677.5,71684.0,66.0,7,17,0,1,196.07
2374.8,57338.0,61.0,8,48,0,1,292.8
22103.51,0.0,102.0,35,48,0,2,489.6
2427.77,24409.0,62.0,4,13,0,1,297.6
7294.4,83488.0,90.0,14,20,0,3,432.78
11360.46,0.0,104.0,29,7,0,2,773.35
2811.96,62537.0,71.0,19,64,1,1,354.2
4386.28,10621.0,67.0,28,22,0,5,321.6
6446.92,43478.0,80.0,27,79,0,9,384.0
8427.17,46503.0,215.0,4,21,1,1,1032.0
5290.13,27179.0,66.0,8,91,0,9,344.2
5592.46,62229.0,70.0,13,26,0,5,336.0
18892.2,0.0,92.0,34,39,1,2,441.6
13623.62,67060.0,126.0,1,85,4,2,339.0
25464.82,13663.0,97.0,1,66,0,2,465.6
2175.62,0.0,63.0,5,79,0,1,453.6
6699.22,0.0,99.0,21,35,1,4,699.68
9043.68,97745.0,113.0,10,64,0,5,695.14
4369.04,26026.0,116.0,1,76,1,1,283.67
51337.91,72794.0,164.0,3,47,1,2,50.45
28699.89,47730.0,91.0,12,52,0,2,219.44
4270.03,0.0,122.0,27,2,0,1,725.87
5345.99,0.0,72.0,6,67,0,8,345.6
4774.75,0.0,70.0,20,81,0,9,336.0
14727.51,97785.0,73.0,35,36,0,2,236.61
4755.48,0.0,66.0,27,89,0,3,712.31
3436.13,30817.0,88.0,25,43,0,1,91.83
8355.77,64502.0,70.0,22,49,0,2,39.34
3412.57,30335.0,87.0,17,42,0,1,326.13
6185.34,21020.0,80.0,1,36,0,4,178.37
8456.72,84574.0,70.0,13,75,0,2,167.46
3021.94,0.0,84.0,26,37,0,1,700.73
6966.14,0.0,93.0,28,3,0,8,436.14
10083.49,11828.0,90.0,18,84,0,2,571.48
2539.99,54889.0,63.0,32,94,0,1,302.4
8456.46,89918.0,105.0,15,72,0,9,367.23
26576.32,87002.0,110.0,27,30,0,2,199.85
10963.96,55687.0,276.0,33,91,0,1,1324.8
9671.98,17103.0,87.0,24,29,0,2,417.6
1898.68,0.0,70.0,17,20,5,1,702.02
8595.15,28441.0,73.0,10,98,0,2,686.02
5532.75,91212.0,69.0,9,92,0,6,270.31
9371.77,66325.0,117.0,10,10,0,5,497.72
3975.32,67895.0,101.0,25,27,4,1,403.94
4456.02,29550.0,114.0,16,70,1,1,118.75
3495.89,10275.0,97.0,10,8,0,1,465.6
8512.13,61725.0,106.0,7,70,0,6,508.8
4650.06,28215.0,65.0,15,26,0,3,468.0
13523.13,10563.0,121.0,20,10,0,2,109.81
4422.41,0.0,62.0,10,97,0,3,722.43
7320.99,99722.0,61.0,6,48,0,2,292.8
7031.46,16224.0,93.0,13,55,0,9,498.45
5123.48,72096.0,64.0,24,92,0,5,252.33
9050.76,63800.0,113.0,9,43,0,4,542.4
10963.96,55687.0,276.0,33,91,0,1,1324.8
6039.02,0.0,89.0,6,49,1,3,640.8
2108.49,0.0,61.0,8,91,0,1,351.86
9875.09,29598.0,87.0,2,70,0,2,150.93
6928.6,22907.0,180.0,13,86,2,1,49.19
14318.45,22697.0,186.0,35,39,1,8,892.8
5107.07,70174.0,64.0,18,80,0,7,128.9
17223.89,85378.0,107.0,7,4,0,2,513.6
7516.83,31477.0,94.0,22,77,0,3,146.95
5389.5,66429.0,136.0,35,93,0,1,57.71
6275.16,0.0,90.0,15,55,0,3,900.24
4722.24,0.0,65.0,29,32,0,3,655.49
6282.32,0.0,172.0,23,6,0,1,141.46
7986.19,74217.0,100.0,35,3,0,6,418.01
6503.22,46298.0,88.0,11,82,3,4,128.29
4881.75,0.0,135.0,0,86,0,1,648.0
2514.59,43860.0,65.0,15,58,0,1,156.12
7955.44,0.0,69.0,11,5,0,2,331.2
4809.22,48029.0,61.0,7,52,0,9,292.8
9696.55,86830.0,123.0,18,5,0,3,480.53
8709.32,0.0,77.0,29,21,0,2,509.1
2858.45,40706.0,71.0,30,96,0,1,166.12
5233.95,69231.0,65.0,19,7,0,9,193.24
13494.76,0.0,132.0,13,33,0,2,950.4
6870.61,0.0,105.0,5,87,0,3,756.0
5652.72,16171.0,74.0,8,36,0,4,311.0
2345.26,51397.0,61.0,20,61,0,1,292.8
19688.32,83879.0,69.0,3,66,0,2,212.15
7247.21,63267.0,92.0,22,31,0,8,530.34
6085.3,44712.0,82.0,19,14,2,8,537.78
5480.07,59311.0,69.0,8,38,0,9,14.81
6876.31,81957.0,86.0,23,76,0,4,433.43
5368.89,59601.0,67.0,28,2,0,6,321.6
8283.07,71034.0,103.0,26,15,0,3,494.4
5384.67,13103.0,72.0,21,32,0,7,458.0
3508.57,20978.0,98.0,19,96,1,1,1176.28
8427.17,46503.0,215.0,4,21,1,1,1032.0
4553.81,61064.0,113.0,32,77,0,1,539.77
4318.43,17572.0,110.0,0,35,0,1,639.77
14091.19,99823.0,116.0,2,64,0,2,250.18
8693.63,17453.0,118.0,12,70,1,9,566.4
6661.18,55663.0,166.0,19,63,0,1,194.74
2654.38,73196.0,66.0,0,93,1,1,85.81
4428.03,58577.0,110.0,6,62,0,1,303.87
5738.28,88055.0,71.0,11,37,0,6,337.73
5815.05,0.0,80.0,17,96,0,5,384.0
4425.91,80892.0,110.0,15,76,0,1,528.0
2574.02,34990.0,65.0,23,73,0,1,42.69
2832.51,37124.0,72.0,4,17,0,1,430.52
4876.32,22236.0,62.0,3,45,0,4,409.43
5181.62,97131.0,64.0,5,80,0,6,307.2
5947.22,67760.0,74.0,19,19,0,3,465.28
2563.86,0.0,69.0,13,74,0,1,97.69
15144.41,0.0,62.0,6,44,1,2,307.65
5558.3,37473.0,70.0,0,92,0,3,336.0
8109.36,32314.0,68.0,17,77,0,2,326.4
15638.58,49214.0,102.0,0,82,3,2,371.32
8334.32,49851.0,69.0,27,85,1,2,331.2
10418.31,27951.0,91.0,32,4,0,2,436.8
6846.15,0.0,95.0,13,20,0,5,456.0
9403.88,56410.0,117.0,13,73,0,3,524.0
16985.5,22497.0,212.0,15,71,0,7,1017.6
21101.21,61347.0,106.0,27,66,0,2,604.24
2914.96,37803.0,74.0,26,51,0,1,355.2
8593.87,91276.0,105.0,14,4,0,4,504.0
6861.75,30816.0,87.0,10,43,0,4,237.57
2680.9,41968.0,67.0,11,96,0,1,183.21
15797.99,35754.0,199.0,21,54,0,3,612.97
2863.31,36706.0,71.0,4,45,0,1,435.61
30061.69,48258.0,249.0,12,86,0,2,1195.2
10682.76,52965.0,134.0,6,77,3,4,83.82
2746.9,0.0,84.0,25,44,0,1,604.8
2388.95,0.0,65.0,8,5,0,1,455.64
13776.74,62634.0,116.0,10,89,0,2,122.02
17263.64,96917.0,61.0,24,2,0,2,71.94
4669.23,76157.0,116.0,15,80,0,1,556.8
4673.2,53219.0,117.0,24,36,0,1,561.6
4347.59,81412.0,109.0,1,29,0,1,344.29
33873.18,59744.0,105.0,1,79,0,2,476.49
9100.79,38898.0,117.0,26,68,0,3,561.6
6358.25,0.0,94.0,19,98,2,4,17.94
2628.47,99961.0,66.0,6,54,2,1,316.8
7193.1,30886.0,91.0,7,53,0,4,103.42
5039.87,35984.0,128.0,7,68,3,1,275.58
3962.83,0.0,125.0,27,97,4,1,539.56
6425.71,0.0,181.0,13,16,0,1,1303.2
15672.7,0.0,139.0,4,35,0,2,667.2
3238.0,60244.0,83.0,3,72,3,1,326.28
12992.28,0.0,72.0,8,61,0,2,518.4
22217.97,37553.0,187.0,34,7,0,2,897.6
4931.26,0.0,73.0,24,47,0,3,525.6
4330.39,60475.0,107.0,9,18,0,1,513.6
8296.18,0.0,111.0,3,59,0,9,672.92
8334.36,0.0,136.0,7,61,2,3,979.2
5348.07,25545.0,69.0,19,49,0,9,331.2
2398.74,24182.0,66.0,12,32,0,1,316.8
6622.05,80979.0,84.0,32,27,2,3,25.96
4155.95,0.0,62.0,8,20,0,7,446.4
8430.06,0.0,74.0,20,3,0,2,47.5
2545.52,29250.0,64.0,27,30,0,1,308.24
5004.58,33566.0,63.0,25,56,1,4,205.04
2899.7,65247.0,72.0,14,55,0,1,381.24
6767.81,39650.0,86.0,18,8,0,6,922.34
3123.08,0.0,101.0,1,83,4,1,960.12
8184.69,82680.0,68.0,8,86,0,2,326.4
7636.28,0.0,111.0,30,86,0,3,799.2
9227.57,0.0,129.0,15,42,0,3,619.2
7587.34,0.0,69.0,17,60,0,2,460.74
2191.13,0.0,61.0,9,16,1,1,439.2
5004.14,86834.0,64.0,2,93,0,8,0.1
4794.93,46143.0,122.0,15,85,0,1,223.03
26730.06,21275.0,240.0,3,58,0,2,1152.0
4260.77,47746.0,106.0,9,4,0,1,246.7
15477.28,51675.0,196.0,11,86,0,5,940.8
5126.84,85522.0,64.0,1,56,0,3,165.0
4068.09,0.0,63.0,3,35,4,4,753.23
17712.21,0.0,84.0,17,5,0,2,633.29
9775.82,55632.0,123.0,35,98,0,7,478.61
20534.39,0.0,93.0,24,25,0,2,669.6
5800.19,0.0,78.0,32,37,0,5,374.4
3319.62,69152.0,89.0,8,83,4,1,221.36
6529.43,13476.0,67.0,3,30,2,2,433.59
7602.66,0.0,105.0,2,84,0,5,914.54
2839.81,33252.0,71.0,20,4,0,1,407.67
3288.21,0.0,102.0,16,1,1,1,734.4
15031.56,59456.0,189.0,11,7,0,8,907.2
5055.9,88989.0,63.0,19,28,1,3,232.75
8012.92,0.0,107.0,17,39,0,5,513.6
8300.71,17034.0,113.0,11,40,0,6,542.4
2516.1,88435.0,62.0,16,61,0,1,136.26
2749.41,71445.0,70.0,6,95,2,1,336.0
8071.33,72149.0,101.0,18,43,0,6,69.31
2867.31,23376.0,78.0,19,18,0,1,374.4
7285.03,44788.0,61.0,6,48,0,2,386.03
4118.59,69379.0,103.0,14,79,0,1,494.4
5293.37,38521.0,134.0,15,71,0,1,557.18
13265.96,34482.0,67.0,4,6,0,2,83.83
2369.44,0.0,68.0,35,35,0,1,487.35
9816.53,37256.0,62.0,15,7,0,2,128.97
21914.41,77311.0,181.0,18,36,0,2,113.61
5143.88,39268.0,66.0,30,96,1,9,188.87
3136.7,59644.0,79.0,15,94,0,1,379.2
7713.82,0.0,68.0,2,33,0,2,326.4
2867.31,23376.0,78.0,19,18,0,1,374.4
11516.41,50854.0,73.0,15,72,0,2,101.49
15025.19,35158.0,76.0,14,27,0,2,165.96
4013.85,15413.0,106.0,4,67,0,1,508.8
3288.83,17860.0,99.0,16,0,2,1,656.12
13736.13,16181.0,181.0,22,79,0,8,1261.32
3890.87,91182.0,96.0,8,90,0,1,249.14
5701.28,41154.0,72.0,6,7,1,8,345.6
2590.21,18746.0,68.0,21,93,0,1,326.4
3223.33,70277.0,80.0,23,4,0,1,84.82
4912.03,0.0,66.0,23,38,0,4,668.16
6532.01,24919.0,84.0,21,2,1,5,420.42
8012.12,0.0,79.0,22,82,0,2,335.23
3731.5,0.0,96.0,31,34,0,1,460.8
2702.38,46370.0,68.0,28,86,1,1,326.4
23207.25,89918.0,115.0,14,42,0,2,423.12
3347.03,37138.0,85.0,4,13,0,1,612.0
8382.63,19683.0,117.0,17,41,1,9,561.6
11793.13,32214.0,100.0,5,6,0,2,296.56
2965.72,26472.0,74.0,22,31,0,1,355.2
5646.32,39841.0,72.0,9,40,0,5,440.13
2452.49,51085.0,62.0,4,58,1,1,406.9
5953.21,61006.0,74.0,6,99,0,9,73.92
12883.81,34148.0,109.0,27,30,0,2,451.57
2471.53,95697.0,61.0,16,55,0,1,114.27
2927.07,75685.0,73.0,35,47,0,1,369.92
8400.79,20870.0,72.0,20,90,0,2,345.6
2729.13,66900.0,68.0,15,20,0,1,326.4
7643.07,0.0,106.0,22,51,1,8,508.8
2493.59,37043.0,68.0,25,89,3,1,30.98
4170.57,42837.0,106.0,15,39,0,1,290.58
4908.21,33305.0,62.0,3,12,0,5,353.78
3891.58,0.0,103.0,8,35,0,1,558.28
2682.42,24823.0,69.0,23,66,0,1,229.28
10003.25,98192.0,84.0,2,64,1,2,403.2
13094.61,88249.0,108.0,9,71,0,2,244.8
5719.79,54585.0,71.0,33,39,1,3,340.8
9393.97,39770.0,117.0,11,37,0,3,561.6
3433.82,85367.0,85.0,27,20,0,1,67.98
4932.88,74809.0,61.0,7,35,0,3,283.79
13610.11,50144.0,114.0,0,35,0,2,786.93
2913.32,20075.0,79.0,7,2,1,1,483.73
